ID,Count
18571,643.0393998
18572,617.9386556
18573,576.7803493
18574,578.8728362
18575,565.1897918
18576,527.2549679
18577,420.7770489
18578,356.1069859
18579,294.2384802
18580,247.6614179
18581,221.6978212
18582,238.3853585
18583,276.4640511
18584,318.3656045
18585,411.3979221
18586,583.9326282
18587,647.3658833
18588,654.2245454
18589,578.6106062
18590,618.6756873
18591,610.8613099
18592,595.2700342
18593,609.1372746
18594,624.1288858
18595,662.263797
18596,636.4126373
18597,594.0238565
18598,596.1789006
18599,582.086786
18600,511.0747244
18601,407.8643681
18602,345.1788807
18603,285.2089773
18604,240.0612581
18605,214.8944245
18606,231.0698596
18607,267.9800046
18608,308.5956956
18609,398.7730652
18610,566.0130775
18611,627.4997118
18612,634.1478973
18613,560.8543761
18614,599.6899519
18615,592.1153798
18616,577.0025646
18617,590.4442512
18618,604.9758044
18619,641.9404427
18620,616.8825957
18621,575.7946292
18622,577.88354
18623,564.22388
18624,498.4802278
18625,397.813301
18626,336.6725821
18627,278.1805266
18628,234.1453899
18629,209.5987466
18630,225.3755679
18631,261.3761303
18632,300.9909223
18633,388.9460365
18634,552.0647263
18635,612.0361356
18636,618.5204888
18637,547.0331517
18638,584.9116961
18639,577.5237854
18640,562.7833977
18641,575.8938387
18642,590.0672885
18643,626.1210013
18644,601.6806589
18645,561.6052297
18646,563.6426631
18647,550.3196203
18648,383.0105986
18649,305.6624958
18650,258.6846178
18651,213.7418579
18652,179.9071677
18653,161.0465911
18654,173.1688166
18655,200.8300882
18656,231.2683772
18657,298.8492741
18658,424.1826044
18659,470.2620356
18660,475.2443316
18661,420.3165606
18662,449.4207922
18663,443.7442418
18664,432.4183669
18665,442.4918614
18666,453.3821258
18667,481.0842359
18668,462.3053362
18669,431.5131136
18670,433.0785892
18671,422.8417406
18672,377.4925977
18673,301.2588424
18674,254.9577706
18675,210.6624973
18676,177.3152606
18677,158.7264066
18678,170.6739883
18679,197.9367463
18680,227.9365134
18681,294.5437782
18682,418.071442
18683,463.4870107
18684,468.3975272
18685,414.2610959
18686,442.9460253
18687,437.3512565
18688,426.1885525
18689,436.1169191
18690,446.8502883
18691,474.1532965
18692,455.6449428
18693,425.2963412
18694,426.839263
18695,416.7498959
18696,526.7648735
18697,420.385928
18698,355.7759771
18699,293.9649794
18700,247.4312116
18701,221.4917485
18702,238.1637744
18703,276.207072
18704,318.0696771
18705,411.0155193
18706,583.3898508
18707,646.7641434
18708,653.6164303
18709,578.0727757
18710,618.1006155
18711,610.2935017
18712,594.7167184
18713,608.5710689
18714,623.5487452
18715,661.6482091
18716,635.8210787
18717,593.4716991
18718,595.62474
18719,581.5457244
18720,520.4512889
18721,415.3473571
18722,351.5117942
18723,290.4416375
18724,244.465604
18725,218.8370406
18726,235.3092425
18727,272.896569
18728,314.2574263
18729,406.0892583
18730,576.3975827
18731,639.0122974
18732,645.7824556
18733,571.1442359
18734,610.6923186
18735,602.9787777
18736,587.5886912
18737,601.2769893
18738,616.0751493
18739,653.717969
18740,628.2003917
18741,586.3585942
18742,588.4858297
18743,574.5755592
18744,535.7565532
18745,427.5617588
18746,361.8489402
18747,298.9828519
18748,251.6547699
18749,225.2725299
18750,242.2291411
18751,280.9218236
18752,323.4990078
18753,418.0314007
18754,593.3480977
18755,657.8041658
18756,664.7734186
18757,587.9402621
18758,628.6513621
18759,620.7109839
18760,604.8683107
18761,618.9591498
18762,634.1924894
18763,672.942297
18764,646.674307
18765,603.6020394
18766,605.7918319
18767,591.4724927
18768,519.5763597
18769,414.6491179
18770,350.9208688
18771,289.9533769
18772,244.0546336
18773,218.4691542
18774,234.9136648
18775,272.4378033
18776,313.7291291
18777,405.4065828
18778,575.4286024
18779,637.9380557
18780,644.6968326
18781,570.1840869
18782,609.6656855
18783,601.9651118
18784,586.6008976
18785,600.2661843
18786,615.0394672
18787,652.6190055
18788,627.1443258
18789,585.3728684
18790,587.4965279
18791,573.6096419
18792,506.9818177
18793,404.5980145
18794,342.4145395
18795,282.9249009
18796,238.1387441
18797,213.1734573
18798,229.2193525
18799,265.8339052
18800,306.1243283
18801,395.5795186
18802,561.4802009
18803,622.4744237
18804,629.0693677
18805,556.3628126
18806,594.8873764
18807,587.3734647
18808,572.3816794
18809,585.7157192
18810,600.1308974
18811,636.799507
18812,611.9423341
18813,571.1834177
18814,573.2555996
18815,559.705332
18816,391.5122298
18817,312.4472423
18818,264.4266031
18819,218.4862552
18820,183.9005413
18821,164.6213191
18822,177.01262
18823,205.2878848
18824,236.4018081
18825,305.4827885
18826,433.5981247
18827,480.7003745
18828,485.7932617
18829,429.6462669
18830,459.3965209
18831,453.593969
18832,442.0166952
18833,452.3137897
18834,463.4457837
18835,491.7627935
18836,472.5670613
18837,441.0913482
18838,442.6915724
18839,432.227498
18840,385.9941914
18841,308.0435589
18842,260.6997305
18843,215.4068736
18844,181.3086165
18845,162.3011189
18846,174.5177747
18847,202.3945232
18848,233.0699217
18849,301.1772633
18850,427.4869207
18851,473.9253034
18852,478.9464107
18853,423.5907609
18854,452.9217099
18855,447.2009402
18856,435.7868384
18857,445.9388039
18858,456.9139018
18859,484.8318069
18860,465.9066226
18861,434.8745334
18862,436.4522037
18863,426.1356117
18864,535.2665013
18865,427.1706718
18866,361.5179601
18867,298.7093748
18868,251.4245835
18869,225.0664751
18870,242.0075762
18871,280.6648669
18872,323.203106
18873,417.649031
18874,592.8053673
18875,657.202478
18876,664.1653561
18877,587.4024782
18878,628.0763402
18879,620.1432249
18880,604.3150429
18881,618.3929933
18882,633.612399
18883,672.3267625
18884,646.0827997
18885,603.0499298
18886,605.2377194
18887,590.931478
18888,528.9528856
18889,422.1320761
18890,357.2537562
18891,295.1860156
18892,248.4589614
18893,222.4117541
18894,239.1530302
18895,277.3543475
18896,319.3908364
18897,412.7227458
18898,585.8130649
18899,649.4505939
18900,656.331343
18901,580.4739044
18902,620.6680069
18903,612.8284649
18904,597.1869807
18905,611.0988777
18906,626.1387664
18907,664.3964833
18908,638.4620752
18909,595.9367899
18910,598.0987739
18911,583.9612786
18912,544.2581782
18913,434.3465003
18914,367.5909212
18915,303.7272457
18916,255.6481406
18917,228.8472554
18918,246.0729416
18919,285.379617
18920,328.6324349
18921,424.6649102
18922,602.7636111
18923,668.2424969
18924,675.322341
18925,597.2699616
18926,638.6270836
18927,630.5607038
18928,614.466632
18929,628.7810709
18930,644.2561399
18931,683.6208468
18932,656.9360246
18933,613.1802669
18934,615.4048081
18935,600.8582432
18936,528.077959
18937,421.4338389
18938,356.6628325
18939,294.6977564
18940,248.0479921
18941,222.0438689
18942,238.7574537
18943,276.8955832
18944,318.8625407
18945,412.0400723
18946,584.8440874
18947,648.3763553
18948,655.2457232
18949,579.5137583
18950,619.6413768
18951,611.814802
18952,596.1991899
18953,610.0880757
18954,625.1030873
18955,663.2975232
18956,637.4060125
18957,594.9510671
18958,597.109475
18959,582.9953641
18960,515.4834404
18961,411.3827541
18962,348.156519
18963,287.6692934
18964,242.1321136
18965,216.7481817
18966,233.063152
18967,270.2916973
18968,311.2577541
18969,402.2130263
18970,570.8957117
18971,632.912752
18972,639.6182872
18973,565.6925095
18974,604.863095
18975,597.223182
18976,581.9799981
18977,595.5376376
18978,610.1945452
18979,647.4780539
18980,622.2040489
18981,580.7616426
18982,582.8685731
18983,569.0910799
18984,400.0138313
18985,319.231965
18986,270.1685682
18987,223.2306359
18988,187.8939008
18989,168.1960347
18990,180.8564099
18991,209.7456658
18992,241.5352211
18993,312.1162797
18994,443.0136121
18995,491.1386767
18996,496.3421549
18997,438.9759405
18998,469.3722147
18999,463.4436617
19000,451.61499
19001,462.1356836
19002,473.5094064
19003,502.4413138
19004,482.8287505
19005,450.6695493
19006,452.3045219
19007,441.6132225
19008,394.4958121
19009,314.828297
19010,266.4417087
19011,220.151265
19012,185.3019851
19013,165.8758425
19014,178.3615733
19015,206.8523143
19016,238.2033463
19017,307.8107695
19018,436.9024294
19019,484.3636294
19020,489.4953278
19021,432.9204557
19022,462.8974264
19023,457.0506552
19024,445.3851549
19025,455.7607201
19026,466.9775472
19027,495.5103514
19028,476.168335
19029,444.4527562
19030,446.0651751
19031,435.5213575
19032,543.7681045
19033,433.9553959
19034,367.2599264
19035,303.4537565
19036,255.4179439
19037,228.6411914
19038,245.8513668
19039,285.1226488
19040,328.33652
19041,424.2825236
19042,602.2208566
19043,667.6407824
19044,674.7142515
19045,596.7321538
19046,638.0520361
19047,629.9929196
19048,613.9133396
19049,628.2148892
19050,643.6760238
19051,683.005285
19052,656.344491
19053,612.6281328
19054,614.8506709
19055,600.3172044
19056,537.4545048
19057,428.916813
19058,362.9957334
19059,299.9304061
19060,252.4523292
19061,225.9864771
19062,242.9968281
19063,281.8121378
19064,324.5242601
19065,419.3562507
19066,595.2285718
19067,659.8889179
19068,666.8802581
19069,589.8035974
19070,630.6437215
19071,622.6781781
19072,606.7852954
19073,620.920792
19074,636.20241
19075,675.0750258
19076,648.7237858
19077,605.5150109
19078,607.7117435
19079,593.3470226
19080,552.7597828
19081,441.1312256
19082,373.3328886
19083,308.4716282
19084,259.6415016
19085,232.4219722
19086,249.9167329
19087,289.8373996
19088,333.7658498
19089,431.2984039
19090,612.179102
19091,678.6808032
19092,685.8712382
19093,606.5996387
19094,648.6027811
19095,640.4104002
19096,624.0649304
19097,638.6029685
19098,654.3197664
19099,694.2993711
19100,667.1977177
19101,622.7584716
19102,625.0177613
19103,610.2439712
19104,536.5795769
19105,428.2185747
19106,362.4048087
19107,299.4421462
19108,252.0413594
19109,225.6185913
19110,242.601251
19111,281.3533728
19112,323.9959636
19113,418.6735762
19114,594.2595929
19115,658.8146777
19116,665.7946367
19117,588.8434498
19118,629.6170898
19119,621.6645137
19120,605.7975031
19121,619.9099885
19122,635.1667293
19123,673.976064
19124,647.6677214
19125,604.5292866
19126,606.7224431
19127,592.3811066
19128,523.9850462
19129,418.1674804
19130,353.8984871
19131,292.4136766
19132,246.1254752
19133,220.3228991
19134,236.9069439
19135,274.7494806
19136,316.3911697
19137,408.8465209
19138,580.3112039
19139,643.3510597
19140,650.1671859
19141,575.0221879
19142,614.838794
19143,607.0728797
19144,591.5782978
19145,605.3595366
19146,620.2581731
19147,658.1565797
19148,632.4657434
19149,590.3398486
19150,592.4815276
19151,578.4768093
19152,408.515448
19153,326.0166999
19154,275.9105437
19155,227.9750251
19156,191.8872676
19157,171.7707566
19158,184.7002066
19159,214.2034548
19160,246.6686432
19161,318.7497828
19162,452.4291164
19163,501.5769978
19164,506.8910671
19165,448.3056309
19166,479.3479264
19167,473.2933721
19168,461.213302
19169,471.9575951
19170,483.5730471
19171,513.1198532
19172,493.0904581
19173,460.2477675
19174,461.9174887
19175,450.9989638
19176,402.9974189
19177,321.613024
19178,272.1836776
19179,224.8956488
19180,189.2953472
19181,169.4505603
19182,182.2053656
19183,211.3100981
19184,243.3367625
19185,314.4442649
19186,446.3179227
19187,494.8019383
19188,500.0442277
19189,442.2501353
19190,472.8731265
19191,466.9003541
19192,454.9834557
19193,465.5826202
19194,477.0411763
19195,506.1888784
19196,486.4300307
19197,454.0309633
19198,455.6781307
19199,444.907088
19200,552.2697204
19201,440.7401301
19202,373.0019013
19203,308.1981452
19204,259.4113102
19205,232.2159129
19206,249.6951632
19207,289.5804373
19208,333.4699417
19209,430.9160259
19210,611.6363599
19211,678.0791024
19212,685.2631626
19213,606.0618432
19214,648.0277468
19215,639.842629
19216,623.5116506
19217,638.0367996
19218,653.7396635
19219,693.6838233
19220,666.6061975
19221,622.2063501
19222,624.4636367
19223,609.7029448
19224,545.9561124
19225,435.7015407
19226,368.7377028
19227,304.6747903
19228,256.4456917
19229,229.5611952
19230,246.8406208
19231,286.269922
19232,329.6576768
19233,425.9897467
19234,604.644066
19235,670.3272278
19236,677.4291591
19237,599.1332779
19238,640.6194226
19239,632.527878
19240,616.3835972
19241,630.7426931
19242,646.26604
19243,685.7535539
19244,658.9854825
19245,615.0932189
19246,617.3247001
19247,602.7327539
19248,561.2613979
19249,447.9159592
19250,379.074863
19251,313.2160165
19252,263.6348676
19253,235.9966935
19254,253.760529
19255,294.2951878
19256,338.899271
19257,437.9319057
19258,621.5946044
19259,689.1191222
19260,696.4201483
19261,615.9293273
19262,658.578491
19263,650.2601087
19264,633.6632405
19265,648.4248781
19266,664.3834052
19267,704.9779085
19268,677.4594233
19269,632.336688
19270,634.6307262
19271,619.6297108
19272,545.0811852
19273,435.003303
19274,368.1467786
19275,304.1865308
19276,256.0347222
19277,229.1933097
19278,246.445044
19279,285.8111574
19280,329.1293807
19281,425.3070728
19282,603.6750878
19283,669.2529885
19284,676.3435384
19285,598.173131
19286,639.5927917
19287,631.5142143
19288,615.3958057
19289,629.7318903
19290,645.2303602
19291,684.6545929
19292,657.9294189
19293,614.1074954
19294,616.3354004
19295,601.7668387
19296,532.4866607
19297,424.9522135
19298,359.6404611
19299,297.1580645
19300,250.1188409
19301,223.8976201
19302,240.7507397
19303,279.2072685
19304,321.5245905
19305,415.4800222
19306,589.7267057
19307,653.7893779
19308,660.7160952
19309,584.3518759
19310,624.8145031
19311,616.9225875
19312,601.1766072
19313,615.1814455
19314,630.3218111
19315,668.8351163
19316,642.7274483
19317,599.9180643
19318,602.0944919
19319,587.8625482
19320,417.0170569
19321,332.8014286
19322,281.652514
19323,232.71941
19324,195.8806307
19325,175.3454753
19326,188.5439999
19327,218.6612397
19328,251.8020607
19329,325.3832797
19330,461.844612
19331,512.0153092
19332,517.4399695
19333,457.6353127
19334,489.323629
19335,483.1430734
19336,470.8116051
19337,481.7794976
19338,493.6366786
19339,523.7983829
19340,503.3521563
19341,469.8259769
19342,471.5304467
19343,460.3846965
19344,411.4990329
19345,328.3977568
19346,277.9256512
19347,229.6400364
19348,193.2887126
19349,173.0252811
19350,186.0491611
19351,215.7678857
19352,248.470183
19353,321.0777658
19354,455.7334239
19355,505.2402559
19356,510.5931364
19357,451.5798226
19358,482.848835
19359,476.7500613
19360,464.5817646
19361,475.4045285
19362,487.1048138
19363,516.8674144
19364,496.691735
19365,463.6091784
19366,465.2910944
19367,454.2928263
19368,560.7713297
19369,447.5248592
19370,378.7438719
19371,312.9425303
19372,263.4046735
19373,235.7906318
19374,253.5389567
19375,294.0382225
19376,338.6033594
19377,437.5495233
19378,621.051856
19379,688.5174144
19380,695.8120656
19381,615.3915255
19382,658.0034498
19383,649.6923308
19384,633.1099543
19385,647.8587027
19386,663.8032955
19387,704.3623535
19388,676.8678962
19389,631.78456
19390,634.0765952
19391,619.088678
19392,554.457726
19393,442.4862731
19394,374.4796761
19395,309.4191777
19396,260.439057
19397,233.1359158
19398,250.6844161
19399,290.7277094
19400,334.7910971
19401,432.6232473
19402,614.0595668
19403,680.765545
19404,687.9780673
19405,608.4629648
19406,650.5951306
19407,642.3775847
19408,625.9819056
19409,640.5646009
19410,656.329677
19411,696.4320893
19412,669.2471862
19413,624.6714336
19414,626.9376633
19415,612.1184918
19416,569.7630077
19417,454.7006886
19418,384.8168338
19419,317.9604018
19420,267.6282311
19421,239.5714125
19422,257.6043226
19423,298.7529731
19424,344.032689
19425,444.5654034
19426,631.0101009
19427,699.5574346
19428,706.9690518
19429,625.25901
19430,668.5541945
19431,660.109811
19432,643.2615446
19433,658.2467815
19434,674.4470377
19435,715.6564392
19436,687.7211225
19437,641.9148983
19438,644.2436852
19439,629.0154444
19440,553.5827984
19441,441.7880351
19442,373.8887517
19443,308.930918
19444,260.0280873
19445,232.7680302
19446,250.2888392
19447,290.2689446
19448,334.2628008
19449,431.9405731
19450,613.0905882
19451,679.6913052
19452,686.8924462
19453,607.5028176
19454,649.5684993
19455,641.3639206
19456,624.9941137
19457,639.5537977
19458,655.2939967
19459,695.3331279
19460,668.1911223
19461,623.6857096
19462,625.9483632
19463,611.1525762
19464,540.9882708
19465,431.7369431
19466,365.3824321
19467,301.90245
19468,254.1122045
19469,227.4723393
19470,244.5945334
19471,283.665054
19472,326.6580087
19473,422.1135201
19474,599.1422026
19475,664.2276908
19476,671.2649991
19477,593.6815589
19478,634.790207
19479,626.7722902
19480,610.7749117
19481,625.0033493
19482,640.385444
19483,679.5136474
19484,652.9891478
19485,609.4962751
19486,611.7074512
19487,597.2482821
19488,425.5186698
19489,339.5861605
19490,287.3944869
19491,237.4637971
19492,199.8739956
19493,178.9201956
19494,192.387795
19495,223.1190267
19496,256.9354806
19497,332.0167799
19498,471.260112
19499,522.4536256
19500,527.9888769
19501,466.9649989
19502,499.2993363
19503,492.9927793
19504,480.4099128
19505,491.6014047
19506,503.7003148
19507,534.4769175
19508,513.6138593
19509,479.4041909
19510,481.1434092
19511,469.7704337
19512,420.0006432
19513,335.1824866
19514,283.6676224
19515,234.3844221
19516,197.2820764
19517,176.6000003
19518,189.892955
19519,220.2256714
19520,253.6036013
19521,327.7112639
19522,465.1489211
19523,515.6785691
19524,521.1420406
19525,460.909506
19526,492.8245392
19527,486.5997643
19528,474.1800694
19529,485.2264326
19530,497.1684469
19531,527.5459458
19532,506.9534349
19533,473.1873894
19534,474.904054
19535,463.6785605
19536,569.2729424
19537,454.3095909
19538,384.4858446
19539,317.6869173
19540,267.3980383
19541,239.365352
19542,257.3827516
19543,298.4960094
19544,343.7367792
19545,444.1830232
19546,630.4673558
19547,698.9557304
19548,706.3609727
19549,624.7212115
19550,667.9791568
19551,659.5420365
19552,642.7082617
19553,657.6806095
19554,673.8669314
19555,715.0408879
19556,687.129599
19557,641.3627737
19558,643.6895575
19559,628.4744149
19560,562.9593365
19561,449.2710031
19562,380.2216474
19563,314.1635635
19564,264.4324208
19565,236.7106352
19566,254.5282101
19567,295.1854952
19568,339.9245155
19569,439.2567456
19570,623.4750642
19571,691.2038584
19572,698.5269717
19573,617.7926483
19574,660.5708351
19575,652.2272879
19576,635.5802105
19577,650.3865053
19578,666.3933104
19579,707.110621
19580,679.5088864
19581,634.2496449
19582,636.5506231
19583,621.5042263
19584,578.2646201
19585,461.4854201
19586,390.5588064
19587,322.7047886
19588,271.6215958
19589,243.1461327
19590,261.4481175
19591,303.2107599
19592,349.1661086
19593,451.1989031
19594,640.4256005
19595,709.9957505
19596,717.5179587
19597,634.5886958
19598,678.5299013
19599,669.9595165
19600,652.8598518
19601,668.0686882
19602,684.5106734
19603,726.3349733
19604,697.982825
19605,651.4931118
19606,653.8566472
19607,638.4011811
19608,562.0844091
19609,448.5727652
19610,379.6307231
19611,313.6753039
19612,264.0214512
19613,236.3427496
19614,254.1326332
19615,294.7267304
19616,339.3962193
19617,438.5740715
19618,622.5060858
19619,690.1296188
19620,697.4413509
19621,616.8325013
19622,659.544204
19623,651.213624
19624,634.5924189
19625,649.3757023
19626,665.3576303
19627,706.0116598
19628,678.4528226
19629,633.2639211
19630,635.5613233
19631,620.5383109
19632,549.4898831
19633,438.5216745
19634,371.1244046
19635,306.6468368
19636,258.1055692
19637,231.0470593
19638,248.4383282
19639,288.1228407
19640,331.7914282
19641,428.7470198
19642,608.5577019
19643,674.6660064
19644,681.8139058
19645,603.0112445
19646,644.7659136
19647,636.6219954
19648,620.3732187
19649,634.8252557
19650,650.4490795
19651,690.1921813
19652,663.2508501
19653,619.0744883
19654,621.320413
19655,606.6340186
19656,434.0202807
19657,346.3708908
19658,293.1364584
19659,242.208183
19660,203.8673596
19661,182.4949151
19662,196.2315891
19663,227.5768127
19664,262.0688992
19665,338.6502784
19666,480.6756098
19667,532.8919394
19668,538.5377818
19669,476.2946828
19670,509.2750411
19671,502.8424829
19672,490.0082182
19673,501.4233094
19674,513.7639486
19675,545.1554496
19676,523.8755599
19677,488.9824025
19678,490.7563694
19679,479.1561686
19680,428.5022554
19681,341.9672179
19682,289.4095948
19683,239.1288088
19684,201.275441
19685,180.1747204
19686,193.7367497
19687,224.683458
19688,258.7370208
19689,334.3447634
19690,474.5644203
19691,526.1168846
19692,531.6909472
19693,470.2391914
19694,502.8002456
19695,496.4494694
19696,483.7783762
19697,495.0483389
19698,507.2320823
19699,538.2244796
19700,517.215137
19701,482.7656026
19702,484.5170157
19703,473.0642969
19704,577.7745534
19705,461.0943212
19706,390.2278162
19707,322.4313033
19708,271.3914024
19709,242.9400716
19710,261.2265458
19711,302.9537953
19712,348.8701979
19713,450.8165218
19714,639.8828536
19715,709.3940444
19716,716.9098777
19717,634.0508955
19718,677.9548618
19719,669.3917402
19720,652.3065672
19721,667.5025144
19722,683.9305654
19723,725.7194201
19724,697.3912997
19725,650.9409855
19726,653.3025178
19727,637.8601499
19728,571.4609486
19729,456.0557343
19730,385.9636198
19731,318.9079501
19732,268.4257853
19733,240.2853551
19734,258.3720048
19735,299.6432817
19736,345.0579349
19737,445.8902451
19738,632.8905633
19739,701.6421737
19740,709.0758781
19741,627.1223336
19742,670.5465413
19743,662.0769929
19744,645.1785173
19745,660.2084114
19746,676.4569457
19747,717.7891546
19748,689.7705884
19749,643.8278579
19750,646.1635847
19751,630.8899625
19752,586.7662312
19753,468.2701505
19754,396.3007781
19755,327.4491747
19756,275.6149599
19757,246.7208522
19758,265.2919117
19759,307.668546
19760,354.2995274
19761,457.8324018
19762,649.8410985
19763,720.4340646
19764,728.0668638
19765,643.9183799
19766,688.5056064
19767,679.8092203
19768,662.4581574
19769,677.8905932
19770,694.5743074
19771,737.0135056
19772,708.2445258
19773,661.0713237
19774,663.4696076
19775,647.7869162
19776,570.5860211
19777,455.3574964
19778,385.3726954
19779,318.4196904
19780,268.0148157
19781,239.9174695
19782,257.9764279
19783,299.184517
19784,344.5296386
19785,445.2075709
19786,631.9215848
19787,700.567934
19788,707.9902572
19789,626.1621865
19790,669.5199102
19791,661.0633289
19792,644.1907255
19793,659.1976084
19794,675.4212655
19795,716.6901933
19796,688.7145245
19797,642.842134
19798,645.1742847
19799,629.924047
19800,557.9914942
19801,445.306405
19802,376.8663764
19803,311.3912229
19804,262.0989333
19805,234.621779
19806,252.2821225
19807,292.5806268
19808,336.924847
19809,435.3805185
19810,617.9732
19811,685.1043206
19812,692.362811
19813,612.3409288
19814,654.7416188
19815,646.4716994
19816,629.9715244
19817,644.6471608
19818,660.5127137
19819,700.8707138
19820,673.512551
19821,628.6527003
19822,630.9333735
19823,616.0197538
19824,442.5218926
19825,353.1556219
19826,298.8784307
19827,246.9525695
19828,207.8607241
19829,186.069635
19830,200.0753837
19831,232.0345991
19832,267.2023185
19833,345.2837777
19834,490.0911087
19835,543.3302545
19836,549.086688
19837,485.624368
19838,519.2507472
19839,512.6921877
19840,499.6065247
19841,511.2452154
19842,523.8275837
19843,555.833983
19844,534.1372617
19845,498.5606153
19846,500.3693308
19847,488.5419046
19848,437.0038666
19849,348.7519484
19850,295.1515666
19851,243.8731949
19852,205.2688051
19853,183.74944
19854,197.580544
19855,229.1412441
19856,263.8704397
19857,340.9782622
19858,483.9799185
